,disease_id,disease_name,disease_size,median_comp,null_medians_comp,pvalue_comp
885,C1834696,Hyporeflexia of lower limbs,10,0.0012053329084048088,"[0.         0.         0.00063717 0.         0.         0.
 0.         0.00060337 0.         0.00078044 0.00049165 0.00078228
 0.         0.         0.         0.00068813 0.00074987 0.00044004
 0.         0.00075151 0.00092067 0.         0.00073274 0.
 0.         0.         0.         0.00084856 0.         0.
 0.         0.         0.00076504 0.00057236 0.00085382 0.00068652
 0.         0.         0.         0.         0.00032318 0.
 0.00070132 0.         0.         0.00051382 0.0011142  0.
 0.         0.00046351 0.         0.         0.         0.
 0.00102596 0.00019114 0.00036977 0.00035925 0.         0.00061642
 0.00051935 0.         0.         0.00044111 0.         0.00027467
 0.00033267 0.         0.00147585 0.         0.         0.
 0.0001566  0.         0.         0.         0.0013188  0.
 0.00065868 0.00041329 0.00035871 0.         0.00062378 0.00113424
 0.         0.         0.00062378 0.         0.         0.
 0.         0.         0.         0.         0.         0.00070252
 0.0004928  0.00124164 0.         0.00051555]",0.03
886,C0085605,Liver Failure,71,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
887,C0085606,Urgency of micturition,14,0.0004912575084048992,"[0.00021453 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00028499 0.         0.         0.
 0.         0.         0.         0.00107705 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00052065 0.         0.
 0.         0.         0.         0.         0.         0.00020994
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00079419 0.         0.         0.         0.
 0.         0.         0.00053419 0.00048938 0.         0.
 0.         0.         0.         0.         0.         0.00053971
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00029167 0.00044447
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00017195 0.
 0.         0.         0.         0.        ]",0.05
888,C0427190,"Ataxia, Truncal",21,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
889,C0085602,Polydipsia,14,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
890,C0242383,Age related macular degeneration,18,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
891,C0007193,"Cardiomyopathy, Dilated",82,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
892,C3714581,Multicystic Dysplastic Kidney,51,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
893,C0080178,Spina Bifida,19,0.00031082092322913134,"[0.         0.         0.         0.         0.00011965 0.
 0.         0.         0.         0.         0.         0.00032185
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00012734 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.0001128  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00037088]",0.02
894,C0007194,Hypertrophic Cardiomyopathy,89,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
895,C0855329,Electrocardiogram change,78,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
896,C0080174,Spina Bifida Occulta,12,0.0,"[8.56709413e-04 5.16758607e-04 0.00000000e+00 5.00493950e-04
 0.00000000e+00 0.00000000e+00 2.21527075e-04 0.00000000e+00
 0.00000000e+00 8.06293055e-05 7.73240555e-04 0.00000000e+00
 2.68341162e-04 0.00000000e+00 2.25577606e-04 6.47367292e-04
 4.11896043e-04 1.46739492e-04 7.15032212e-04 0.00000000e+00
 1.48399970e-04 0.00000000e+00 0.00000000e+00 5.72027412e-04
 5.25539467e-04 6.36845946e-04 6.40943345e-04 5.06808100e-04
 6.87062989e-04 1.18991909e-03 5.70420576e-04 2.70299079e-04
 5.42862751e-04 5.70494990e-04 6.01612259e-04 6.00865200e-04
 3.53746353e-04 6.11752424e-04 0.00000000e+00 0.00000000e+00
 6.88413981e-04 5.50040802e-04 1.34368337e-04 0.00000000e+00
 1.18706583e-03 0.00000000e+00 0.00000000e+00 8.08541025e-04
 3.20363843e-04 1.40071336e-03 0.00000000e+00 2.46298725e-04
 2.70104014e-04 0.00000000e+00 8.66959766e-04 6.49475957e-04
 0.00000000e+00 2.10987368e-04 2.38689907e-04 0.00000000e+00
 0.00000000e+00 3.52305014e-04 1.04175482e-03 6.31663143e-04
 0.00000000e+00 6.06102765e-04 2.41375200e-04 0.00000000e+00
 5.65643416e-04 5.03332017e-04 3.58838866e-04 0.00000000e+00
 4.87146953e-04 9.13077738e-04 0.00000000e+00 2.66177143e-04
 3.67602282e-04 2.30543913e-04 0.00000000e+00 2.52493954e-04
 9.66521481e-04 4.44786052e-04 0.00000000e+00 5.45910477e-04
 8.51285277e-04 0.00000000e+00 0.00000000e+00 7.26216936e-04
 9.01254021e-04 0.00000000e+00 1.21299947e-03 7.66788357e-04
 1.18773906e-04 0.00000000e+00 4.95323431e-04 0.00000000e+00
 1.09535776e-03 8.21035291e-04 0.00000000e+00 6.46998452e-04]",0.68
897,C0694550,Recurrent pneumonia,29,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
898,C0026827,Muscle hypotonia,565,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
899,C1857657,Decreased subcutaneous adipose tissue,13,0.00048341884802275965,"[0.         0.00030859 0.         0.00019419 0.00035865 0.000284
 0.00077341 0.00047216 0.         0.00022361 0.00052129 0.00048785
 0.         0.00124662 0.00082148 0.00098556 0.00053891 0.
 0.         0.         0.00019284 0.         0.         0.
 0.         0.00022035 0.00039855 0.         0.00040176 0.00070934
 0.         0.         0.00059715 0.000469   0.00092905 0.00087403
 0.00039749 0.         0.00038963 0.         0.         0.
 0.00072373 0.00031415 0.00030827 0.         0.00017258 0.
 0.         0.00048336 0.         0.00023551 0.         0.00037391
 0.         0.00056399 0.         0.00073006 0.         0.00071373
 0.         0.00065901 0.         0.         0.00039504 0.
 0.00046422 0.00042487 0.         0.00052633 0.         0.
 0.         0.         0.00050762 0.0005945  0.         0.00030447
 0.         0.00024323 0.0006239  0.00036503 0.         0.0006864
 0.00079543 0.00079525 0.         0.00042798 0.00041232 0.00035411
 0.00056938 0.00016743 0.         0.00088102 0.00141395 0.
 0.         0.         0.00058511 0.00048502]",0.28
900,C1857656,Precociously senile appearance,18,0.000665850390530291,"[0.         0.00037227 0.         0.         0.0006048  0.
 0.         0.00049144 0.         0.00025805 0.         0.
 0.         0.         0.         0.         0.         0.00062476
 0.         0.         0.         0.         0.00082792 0.
 0.         0.         0.         0.00034503 0.         0.
 0.         0.         0.00039065 0.         0.         0.
 0.         0.         0.00051173 0.         0.         0.00062788
 0.00057119 0.         0.00056571 0.         0.00039885 0.00123487
 0.         0.00037913 0.00080095 0.         0.         0.
 0.         0.         0.         0.         0.00058437 0.
 0.00053301 0.0003593  0.         0.         0.         0.
 0.00041752 0.         0.0006739  0.00038849 0.         0.00041722
 0.00064248 0.         0.0008119  0.         0.         0.
 0.00053828 0.         0.         0.         0.         0.00055972
 0.00042047 0.00059217 0.00042798 0.0006425  0.         0.00035515
 0.00052462 0.00072201 0.00030358 0.         0.00020451 0.00095797
 0.         0.00046311 0.00025326 0.        ]",0.07
901,C0852283,Respiratory Distress Syndrome,15,0.0002000176023235408,"[0.         0.00071164 0.         0.         0.         0.
 0.         0.         0.00010971 0.000317   0.         0.
 0.         0.         0.         0.00062752 0.         0.
 0.         0.         0.         0.         0.         0.
 0.00061048 0.         0.         0.00040951 0.         0.
 0.         0.         0.         0.00052537 0.         0.00017758
 0.00084175 0.         0.         0.         0.         0.00056846
 0.         0.00055112 0.         0.0004307  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00061655
 0.         0.00052242 0.         0.00051489 0.         0.
 0.00022152 0.         0.         0.00045955 0.         0.
 0.         0.         0.00039305 0.         0.         0.
 0.         0.00065301 0.         0.         0.         0.00027809
 0.00037748 0.         0.         0.         0.         0.00012832
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.19
902,C0266625,Preauricular sinus,26,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
903,C0266623,Congenital anomaly of neck,19,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00044119 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00038599 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00051925
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.03
904,C1853932,Rimmed vacuoles on biopsy,15,0.0028378327208230083,"[0.00145727 0.00143327 0.00169031 0.00152177 0.00147795 0.00168248
 0.00146785 0.000691   0.0014555  0.00109271 0.0005556  0.00157934
 0.00102556 0.00075812 0.00114516 0.00144793 0.00048775 0.00095393
 0.00098274 0.00062792 0.00118362 0.00115985 0.00086129 0.0012232
 0.00126868 0.00109615 0.00106466 0.00189381 0.00105238 0.00100542
 0.00188586 0.         0.00126861 0.00101982 0.00122257 0.00133926
 0.00076405 0.0010362  0.00097161 0.0013269  0.00111257 0.00164589
 0.00117371 0.00082016 0.00093604 0.00092633 0.00121508 0.00098862
 0.0013863  0.00120414 0.00056572 0.00123884 0.00100242 0.00093191
 0.00058207 0.0011268  0.00074666 0.00127865 0.00156847 0.00141501
 0.00114794 0.00103855 0.00099096 0.00132881 0.00079489 0.00101952
 0.00187966 0.0011486  0.00130355 0.00132303 0.00070604 0.00196678
 0.00150713 0.00073254 0.00117559 0.00108769 0.00126536 0.00038547
 0.00081173 0.00122019 0.0015726  0.00091886 0.0014505  0.00137298
 0.0012862  0.00242001 0.001291   0.00091227 0.00138744 0.00103715
 0.00157841 0.00091172 0.00109362 0.00107592 0.00156533 0.00047491
 0.00066462 0.00075137 0.00059563 0.00047378]",0.0
905,C0744641,Intermittent migraine headaches,69,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
906,C1846435,Short-trunked dwarfism,13,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
907,C1846434,Hypoplastic scapulae,13,0.0,"[0.         0.         0.         0.00106408 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00044749 0.         0.         0.         0.00050969
 0.         0.         0.         0.00099932 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00094673
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00037182 0.         0.00072576
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00054174 0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00021861 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00077746 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00057214 0.         0.        ]",0.11
908,C0037199,Sinusitis,40,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
909,C1868085,Craniofacial hyperostosis,10,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00050052 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00060884 0.         0.         0.
 0.         0.         0.         0.         0.00152078 0.
 0.         0.         0.         0.         0.         0.
 0.00067947 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00044385 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00029091 0.
 0.         0.         0.         0.         0.         0.
 0.00064878 0.         0.00037608 0.         0.         0.
 0.00039554 0.00026125 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.1
910,C0085110,Severe Combined Immunodeficiency,17,0.0005061672571161782,"[0.         0.00042526 0.00044507 0.         0.00043093 0.
 0.         0.         0.         0.         0.         0.
 0.         0.00033659 0.00043912 0.         0.         0.00024814
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00031226 0.
 0.         0.         0.         0.         0.         0.
 0.         0.00026013 0.0002825  0.         0.         0.
 0.         0.         0.00036512 0.         0.         0.
 0.         0.         0.         0.00065653 0.         0.00061441
 0.         0.         0.00041537 0.         0.         0.00052182
 0.00028107 0.         0.         0.         0.         0.
 0.         0.00033667 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00075805 0.
 0.         0.         0.         0.         0.         0.
 0.         0.00025589 0.         0.         0.000526   0.
 0.         0.         0.         0.        ]",0.05
911,C0016202,Flatfoot,72,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
912,C1691215,Penile hypospadias,105,0.0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]",0.0
913,C1261473,Sarcoma,24,0.0011083312743381793,"[0.00089681 0.00078387 0.00085552 0.00097125 0.00075334 0.00024907
 0.00071781 0.00104565 0.00088245 0.00064367 0.00080294 0.00085169
 0.0004976  0.00051668 0.00089665 0.         0.00095756 0.000629
 0.00091762 0.00054131 0.00053327 0.00069366 0.00068124 0.00044287
 0.00061904 0.00091106 0.00093128 0.0007546  0.00077856 0.00084053
 0.00066777 0.00083353 0.00080142 0.00084041 0.00100343 0.00096906
 0.00097106 0.00059528 0.00089394 0.00098464 0.00093904 0.00054746
 0.00030466 0.0010203  0.00091216 0.00085454 0.00038945 0.00084421
 0.00112055 0.00071115 0.00102013 0.00108902 0.00059407 0.0005603
 0.0008308  0.00045918 0.00087038 0.00050449 0.00096039 0.00068633
 0.00088965 0.00081011 0.00063119 0.00066059 0.00063742 0.00073245
 0.00092518 0.0006499  0.00065376 0.00079601 0.00062246 0.0008276
 0.00097187 0.00082696 0.00079026 0.00065721 0.00070745 0.00088345
 0.00085592 0.00119663 0.00115188 0.00044283 0.00058353 0.00089372
 0.00053701 0.00056563 0.00068832 0.00081186 0.00081326 0.00047617
 0.00047822 0.00064307 0.0007984  0.00038749 0.00123992 0.00092822
 0.0007403  0.00081378 0.00074103 0.00105215]",0.04
914,C0221766,Diastasis recti,9,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00061492 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00038017 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00077465 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.00039825
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00092369]",0.05
915,C0221765,Chronic schizophrenia,12,0.0,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.00011954 0.
 0.         0.00050254 0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00049669 0.00010448 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00043751 0.         0.         0.00029829
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.        ]",0.06
916,C3150281,Fetal overgrowth,15,0.0005146658435638625,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 4.96371220e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 2.25620961e-04
 0.00000000e+00 5.45889544e-04 0.00000000e+00 0.00000000e+00
 3.81108116e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.71782324e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 6.14622113e-05 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 7.41290185e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.99124392e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.05139387e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.71222502e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00]",0.03
